Signature,Iteration,First Minimal Module Size,Union of All Module Size,Number of Minimal Modules
23,6,24,42,192
23,7,24,42,192
23,8,24,42,192
23,9,24,42,192
23,10,24,42,192
24,1,17,33,156
24,2,17,33,156
24,3,17,33,156
24,4,17,33,156
24,5,17,33,156
24,6,17,33,156
24,7,17,33,156
24,8,17,33,156
24,9,17,33,156
24,10,17,33,156
25,1,14,20,10
25,2,14,20,10
25,3,14,20,10
25,4,14,20,10
25,5,14,20,10
25,6,14,20,10
25,7,14,20,10
25,8,14,20,10
25,9,14,20,10
25,10,14,20,10
26,1,33,67,1536
26,2,33,67,1536
26,3,33,67,1536
26,4,33,67,1536
26,5,33,67,1536
26,6,33,67,1536
26,7,33,67,1536
26,8,33,67,1536
26,9,33,67,1536
26,10,33,67,1536
27,1,18,66,6864
27,2,18,66,6864
27,3,18,66,6864
27,4,18,66,6864
27,5,18,66,6864
27,6,18,66,6864
27,7,18,66,6864
27,8,18,66,6864
27,9,18,66,6864
27,10,18,66,6864
28,1,6,6,1
28,2,6,6,1
28,3,6,6,1
28,4,6,6,1
28,5,6,6,1
28,6,6,6,1
28,7,6,6,1
28,8,6,6,1
28,9,6,6,1
28,10,6,6,1
29,1,9,11,2
29,2,9,11,2
29,3,9,11,2
29,4,9,11,2
29,5,9,11,2
29,6,9,11,2
29,7,9,11,2
29,8,9,11,2
29,9,9,11,2
29,10,9,11,2
30,1,NA,NA,NA
31,1,5,11,6
31,2,5,11,6
31,3,5,11,6
31,4,5,11,6
31,5,5,11,6
31,6,5,11,6
31,7,5,11,6
31,8,5,11,6
31,9,5,11,6
31,10,5,11,6
32,1,NA,NA,NA
33,1,2,2,1
33,2,2,2,1
33,3,2,2,1
33,4,2,2,1
33,5,2,2,1
33,6,2,2,1
33,7,2,2,1
33,8,2,2,1
33,9,2,2,1
33,10,2,2,1
34,1,9,17,5
34,2,9,17,5
34,3,9,17,5
34,4,9,17,5
34,5,9,17,5
34,6,9,17,5
34,7,9,17,5
34,8,9,17,5
34,9,9,17,5
34,10,9,17,5
35,1,13,46,1566
35,2,13,46,1566
35,3,13,46,1566
35,4,13,46,1566
35,5,13,46,1566
35,6,13,46,1566
35,7,13,46,1566
35,8,13,46,1566
35,9,13,46,1566
35,10,13,46,1566
36,1,32,43,28
36,2,32,43,28
36,3,32,43,28
36,4,32,43,28
36,5,32,43,28
36,6,32,43,28
36,7,32,43,28
36,8,32,43,28
36,9,32,43,28
36,10,32,43,28
37,1,8,14,4
37,2,8,14,4
37,3,8,14,4
37,4,8,14,4
37,5,8,14,4
37,6,8,14,4
37,7,8,14,4
37,8,8,14,4
37,9,8,14,4
37,10,8,14,4
38,1,23,34,27
38,2,23,34,27
38,3,23,34,27
38,4,23,34,27
38,5,23,34,27
38,6,23,34,27
38,7,23,34,27
38,8,23,34,27
38,9,23,34,27
38,10,23,34,27
39,1,21,48,1164
39,2,21,48,1164
39,3,21,48,1164
39,4,21,48,1164
39,5,21,48,1164
39,6,21,48,1164
39,7,21,48,1164
39,8,21,48,1164
39,9,21,48,1164
39,10,21,48,1164
40,1,73,90,224
40,2,73,90,224
40,3,73,90,224
40,4,73,90,224
40,5,73,90,224
40,6,73,90,224
40,7,73,90,224
40,8,73,90,224
40,9,73,90,224
40,10,73,90,224
41,1,8,21,72
41,2,8,21,72
41,3,8,21,72
41,4,8,21,72
41,5,8,21,72
41,6,8,21,72
41,7,8,21,72
41,8,8,21,72
41,9,8,21,72
41,10,8,21,72
42,1,32,60,256
42,2,32,60,256
42,3,32,60,256
42,4,32,60,256
42,5,32,60,256
42,6,32,60,256
42,7,32,60,256
42,8,32,60,256
42,9,32,60,256
42,10,32,60,256
43,1,48,53,8
43,2,48,53,8
43,3,48,53,8
43,4,48,53,8
43,5,48,53,8
43,6,48,53,8
43,7,48,53,8
43,8,48,53,8
43,9,48,53,8
43,10,48,53,8
44,1,8,8,1
44,2,8,8,1
44,3,8,8,1
44,4,8,8,1
44,5,8,8,1
44,6,8,8,1
44,7,8,8,1
44,8,8,8,1
44,9,8,8,1
44,10,8,8,1
45,1,4,8,2
45,2,4,8,2
45,3,4,8,2
45,4,4,8,2
45,5,4,8,2
45,6,4,8,2
45,7,4,8,2
45,8,4,8,2
45,9,4,8,2
45,10,4,8,2
46,1,NA,NA,NA
47,1,14,19,12
47,2,14,19,12
47,3,14,19,12
47,4,14,19,12
47,5,14,19,12
47,6,14,19,12
47,7,14,19,12
47,8,14,19,12
47,9,14,19,12
47,10,14,19,12
48,1,22,74,5092
48,2,22,74,5092
48,3,22,74,5092
48,4,22,74,5092
48,5,22,74,5092
48,6,22,74,5092
48,7,22,74,5092
48,8,22,74,5092
48,9,22,74,5092
48,10,22,74,5092
49,1,11,11,1
49,2,11,11,1
49,3,11,11,1
49,4,11,11,1
49,5,11,11,1
49,6,11,11,1
49,7,11,11,1
49,8,11,11,1
49,9,11,11,1
49,10,11,11,1
50,1,10,12,2
50,2,10,12,2
50,3,10,12,2
50,4,10,12,2
50,5,10,12,2
50,6,10,12,2
50,7,10,12,2
50,8,10,12,2
50,9,10,12,2
50,10,10,12,2
51,1,13,29,42
51,2,13,29,42
51,3,13,29,42
51,4,13,29,42
51,5,13,29,42
51,6,13,29,42
51,7,13,29,42
51,8,13,29,42
51,9,13,29,42
51,10,13,29,42
52,1,17,38,230
52,2,17,38,230
52,3,17,38,230
52,4,17,38,230
52,5,17,38,230
52,6,17,38,230
52,7,17,38,230
52,8,17,38,230
52,9,17,38,230
52,10,17,38,230
53,1,45,78,2320
53,2,45,78,2320
53,3,45,78,2320
53,4,45,78,2320
53,5,45,78,2320
53,6,45,78,2320
53,7,45,78,2320
53,8,45,78,2320
53,9,45,78,2320
53,10,45,78,2320
54,1,13,25,36
54,2,13,25,36
54,3,13,25,36
54,4,13,25,36
54,5,13,25,36
54,6,13,25,36
54,7,13,25,36
54,8,13,25,36
54,9,13,25,36
54,10,13,25,36
55,1,33,61,240
55,2,33,61,240
55,3,33,61,240
55,4,33,61,240
55,5,33,61,240
55,6,33,61,240
55,7,33,61,240
55,8,33,61,240
55,9,33,61,240
55,10,33,61,240
56,1,17,26,24
56,2,17,26,24
56,3,17,26,24
56,4,17,26,24
56,5,17,26,24
56,6,17,26,24
56,7,17,26,24
56,8,17,26,24
56,9,17,26,24
56,10,17,26,24
57,1,28,41,30
57,2,28,41,30
57,3,28,41,30
57,4,28,41,30
57,5,28,41,30
57,6,28,41,30
57,7,28,41,30
57,8,28,41,30
57,9,28,41,30
57,10,28,41,30
58,1,15,23,14
58,2,15,23,14
58,3,15,23,14
58,4,15,23,14
58,5,15,23,14
58,6,15,23,14
58,7,15,23,14
58,8,15,23,14
58,9,15,23,14
58,10,15,23,14
59,1,19,24,18
59,2,19,24,18
59,3,19,24,18
59,4,19,24,18
59,5,19,24,18
59,6,19,24,18
59,7,19,24,18
59,8,19,24,18
59,9,19,24,18
59,10,19,24,18
60,1,12,27,84
60,2,12,27,84
60,3,12,27,84
60,4,12,27,84
60,5,12,27,84
60,6,12,27,84
60,7,12,27,84
60,8,12,27,84
60,9,12,27,84
60,10,12,27,84
61,1,13,23,24
61,2,13,23,24
61,3,13,23,24
61,4,13,23,24
61,5,13,23,24
61,6,13,23,24
61,7,13,23,24
61,8,13,23,24
61,9,13,23,24
61,10,13,23,24
62,1,11,11,1
62,2,11,11,1
62,3,11,11,1
62,4,11,11,1
62,5,11,11,1
62,6,11,11,1
62,7,11,11,1
62,8,11,11,1
62,9,11,11,1
62,10,11,11,1
63,1,19,24,6
63,2,19,24,6
63,3,19,24,6
63,4,19,24,6
63,5,19,24,6
63,6,19,24,6
63,7,19,24,6
63,8,19,24,6
63,9,19,24,6
63,10,19,24,6
64,1,NA,NA,NA
65,1,12,73,2160
65,2,12,73,2160
65,3,12,73,2160
65,4,12,73,2160
65,5,12,73,2160
65,6,12,73,2160
65,7,12,73,2160
65,8,12,73,2160
65,9,12,73,2160
65,10,12,73,2160
66,1,57,61,4
66,2,57,61,4
66,3,57,61,4
66,4,57,61,4
66,5,57,61,4
66,6,57,61,4
66,7,57,61,4
66,8,57,61,4
66,9,57,61,4
66,10,57,61,4
67,1,10,10,1
67,2,10,10,1
67,3,10,10,1
67,4,10,10,1
67,5,10,10,1
67,6,10,10,1
67,7,10,10,1
67,8,10,10,1
67,9,10,10,1
67,10,10,10,1
68,1,NA,NA,NA
69,1,16,21,9
69,2,16,21,9
69,3,16,21,9
69,4,16,21,9
69,5,16,21,9
69,6,16,21,9
69,7,16,21,9
69,8,16,21,9
69,9,16,21,9
69,10,16,21,9
70,1,NA,NA,NA
71,1,9,9,1
71,2,9,9,1
71,3,9,9,1
71,4,9,9,1
71,5,9,9,1
71,6,9,9,1
71,7,9,9,1
71,8,9,9,1
71,9,9,9,1
71,10,9,9,1
72,1,19,22,3
72,2,19,22,3
72,3,19,22,3
72,4,19,22,3
72,5,19,22,3
72,6,19,22,3
72,7,19,22,3
72,8,19,22,3
72,9,19,22,3
72,10,19,22,3
73,1,59,79,240
73,2,59,79,240
73,3,59,79,240
73,4,59,79,240
73,5,59,79,240
73,6,59,79,240
73,7,59,79,240
73,8,59,79,240
73,9,59,79,240
73,10,59,79,240
74,1,10,21,15
74,2,10,21,15
74,3,10,21,15
74,4,10,21,15
74,5,10,21,15
74,6,10,21,15
74,7,10,21,15
74,8,10,21,15
74,9,10,21,15
74,10,10,21,15
75,1,26,71,6120
75,2,26,71,6120
75,3,26,71,6120
75,4,26,71,6120
75,5,26,71,6120
75,6,26,71,6120
75,7,26,71,6120
75,8,26,71,6120
75,9,26,71,6120
75,10,26,71,6120
76,1,11,20,20
76,2,11,20,20
76,3,11,20,20
76,4,11,20,20
76,5,11,20,20
76,6,11,20,20
76,7,11,20,20
76,8,11,20,20
76,9,11,20,20
76,10,11,20,20
77,1,4,6,2
77,2,4,6,2
77,3,4,6,2
77,4,4,6,2
77,5,4,6,2
77,6,4,6,2
77,7,4,6,2
77,8,4,6,2
77,9,4,6,2
77,10,4,6,2
78,1,40,58,40
78,2,40,58,40
78,3,40,58,40
78,4,40,58,40
78,5,40,58,40
78,6,40,58,40
78,7,40,58,40
78,8,40,58,40
78,9,40,58,40
78,10,40,58,40
79,1,12,31,78
79,2,12,31,78
79,3,12,31,78
79,4,12,31,78
79,5,12,31,78
79,6,12,31,78
79,7,12,31,78
79,8,12,31,78
79,9,12,31,78
79,10,12,31,78
80,1,14,48,2256
80,2,14,48,2256
80,3,14,48,2256
80,4,14,48,2256
80,5,14,48,2256
80,6,14,48,2256
80,7,14,48,2256
80,8,14,48,2256
80,9,14,48,2256
80,10,14,48,2256
81,1,18,31,10
81,2,18,31,10
81,3,18,31,10
81,4,18,31,10
81,5,18,31,10
81,6,18,31,10
81,7,18,31,10
81,8,18,31,10
81,9,18,31,10
81,10,18,31,10
82,1,19,24,6
82,2,19,24,6
82,3,19,24,6
82,4,19,24,6
82,5,19,24,6
82,6,19,24,6
82,7,19,24,6
82,8,19,24,6
82,9,19,24,6
82,10,19,24,6
83,1,6,10,2
83,2,6,10,2
83,3,6,10,2
83,4,6,10,2
83,5,6,10,2
83,6,6,10,2
83,7,6,10,2
83,8,6,10,2
83,9,6,10,2
83,10,6,10,2
84,1,18,45,324
84,2,18,45,324
84,3,18,45,324
84,4,18,45,324
84,5,18,45,324
84,6,18,45,324
84,7,18,45,324
84,8,18,45,324
84,9,18,45,324
84,10,18,45,324
85,1,36,51,128
85,2,36,51,128
85,3,36,51,128
85,4,36,51,128
85,5,36,51,128
85,6,36,51,128
85,7,36,51,128
85,8,36,51,128
85,9,36,51,128
85,10,36,51,128
86,1,15,21,6
86,2,15,21,6
86,3,15,21,6
86,4,15,21,6
86,5,15,21,6
86,6,15,21,6
86,7,15,21,6
86,8,15,21,6
86,9,15,21,6
86,10,15,21,6
87,1,16,20,2
87,2,16,20,2
87,3,16,20,2
87,4,16,20,2
87,5,16,20,2
87,6,16,20,2
87,7,16,20,2
87,8,16,20,2
87,9,16,20,2
87,10,16,20,2
88,1,1,1,1
88,2,1,1,1
88,3,1,1,1
88,4,1,1,1
88,5,1,1,1
88,6,1,1,1
88,7,1,1,1
88,8,1,1,1
88,9,1,1,1
88,10,1,1,1
89,1,10,17,18
89,2,10,17,18
89,3,10,17,18
89,4,10,17,18
89,5,10,17,18
89,6,10,17,18
89,7,10,17,18
89,8,10,17,18
89,9,10,17,18
89,10,10,17,18
90,1,26,38,18
90,2,26,38,18
90,3,26,38,18
90,4,26,38,18
90,5,26,38,18
90,6,26,38,18
90,7,26,38,18
90,8,26,38,18
90,9,26,38,18
90,10,26,38,18
91,1,22,23,2
91,2,22,23,2
91,3,22,23,2
91,4,22,23,2
91,5,22,23,2
91,6,22,23,2
91,7,22,23,2
91,8,22,23,2
91,9,22,23,2
91,10,22,23,2
92,1,14,22,30
92,2,14,22,30
92,3,14,22,30
92,4,14,22,30
92,5,14,22,30
92,6,14,22,30
92,7,14,22,30
92,8,14,22,30
92,9,14,22,30
92,10,14,22,30
93,1,18,26,17
93,2,18,26,17
93,3,18,26,17
93,4,18,26,17
93,5,18,26,17
93,6,18,26,17
93,7,18,26,17
93,8,18,26,17
93,9,18,26,17
93,10,18,26,17
94,1,NA,NA,NA
95,1,5,5,1
95,2,5,5,1
95,3,5,5,1
95,4,5,5,1
95,5,5,5,1
95,6,5,5,1
95,7,5,5,1
95,8,5,5,1
95,9,5,5,1
95,10,5,5,1
96,1,2,2,1
96,2,2,2,1
96,3,2,2,1
96,4,2,2,1
96,5,2,2,1
96,6,2,2,1
96,7,2,2,1
96,8,2,2,1
96,9,2,2,1
96,10,2,2,1
97,1,11,11,1
97,2,11,11,1
97,3,11,11,1
97,4,11,11,1
97,5,11,11,1
97,6,11,11,1
97,7,11,11,1
97,8,11,11,1
97,9,11,11,1
97,10,11,11,1
98,1,12,25,21
98,2,12,25,21
98,3,12,25,21
98,4,12,25,21
98,5,12,25,21
98,6,12,25,21
98,7,12,25,21
98,8,12,25,21
98,9,12,25,21
98,10,12,25,21
99,1,9,27,40
99,2,9,27,40
99,3,9,27,40
99,4,9,27,40
99,5,9,27,40
99,6,9,27,40
99,7,9,27,40
99,8,9,27,40
99,9,9,27,40
99,10,9,27,40
